------------------------------------------------------ 1000 random configurations ---------------------------------------------------
			 rotation matrix 00-22						|		transition xyz	
-------------------------------------------------------------------------------------------------------------------------------------
0.749257 -0.642828 0.159329 -0.0385803 -0.282533 -0.958481 0.661154 0.712002 -0.236491 	|	-0.056539 0.111973 0.742309 
0.812618 0.341817 -0.472031 -0.155299 -0.653653 -0.740689 -0.561724 0.675203 -0.478086 	|	-0.198081 0.0326189 0.0141219 
0.167763 0.78282 -0.599207 0.810945 0.236033 0.535404 0.560557 -0.575744 -0.595226 	|	0.0246523 0.61906 0.152466 
-0.696353 0.234901 -0.678169 -0.614209 0.293761 0.732429 0.371268 0.926567 -0.0602833 	|	-0.126699 0.556594 0.392499 
-0.526716 0.717741 0.455433 0.803555 0.245663 0.542171 0.277255 0.651535 -0.706139 	|	0.580328 0.669873 -0.0846211 
0.702855 -0.598109 -0.385046 0.555182 0.122838 0.822608 -0.444711 -0.791945 0.418396 	|	0.00456737 0.777048 0.780088 
-0.943937 0.287196 -0.162792 0.330071 0.829998 -0.449619 0.00598799 -0.478145 -0.878261 	|	-0.270352 -0.349628 -0.407049 
0.320777 -0.731046 -0.602224 -0.885379 -0.457304 0.0835255 -0.33646 0.506403 -0.793946 	|	-0.229539 0.0271825 0.520128 
-0.0960763 -0.0691336 0.99297 0.775494 0.620189 0.118213 -0.624001 0.7814 -0.00597271 	|	0.936799 -0.0605019 0.790076 
-0.307079 0.73586 0.6035 0.945503 0.308055 0.105483 -0.10829 0.603003 -0.790355 	|	0.585125 -0.0706744 0.117007 
0.822343 -0.15156 -0.548436 0.280483 0.946603 0.158974 0.495057 -0.284558 0.820942 	|	-0.071337 0.440228 0.626984 
-0.856888 -0.364215 -0.364816 0.343026 0.125415 -0.930916 0.384807 -0.922832 0.0174687 	|	0.227184 -0.383074 0.895871 
-0.586715 0.587379 -0.557451 0.502981 0.803829 0.317599 0.634646 -0.0940469 -0.767059 	|	0.108681 0.393166 0.0424458 
0.502855 0.565544 0.653679 0.405694 0.513354 -0.756227 -0.763249 0.645466 0.0287049 	|	0.871197 -0.42134 0.334876 
0.749755 -0.46518 -0.470611 0.57204 0.813138 0.107592 0.332622 -0.349876 0.875757 	|	0.648073 -0.184768 0.78382 
0.846677 -0.186589 0.49832 -0.527707 -0.174244 0.831363 -0.0682934 -0.966863 -0.245993 	|	0.669714 0.40101 0.570405 
-0.592482 -0.784266 0.184096 -0.543573 0.557863 0.62715 -0.594553 0.271506 -0.75683 	|	0.867214 0.258487 0.328692 
-0.0714921 -0.697495 -0.713014 0.876593 -0.384997 0.288724 -0.475892 -0.604382 0.638944 	|	-0.0192739 0.365966 0.641657 
-0.0536659 -0.37047 -0.927293 -0.298231 -0.880301 0.368956 -0.952984 0.296348 -0.0632436 	|	0.144378 0.779677 0.531491 
0.68884 -0.605345 0.398819 -0.410325 -0.779137 -0.473897 0.597606 0.162794 -0.785089 	|	0.340608 0.486236 -0.38152 
0.268049 0.414542 0.869658 -0.345558 0.883996 -0.314867 -0.8993 -0.216118 0.380202 	|	0.969396 0.351754 0.473772 
0.754274 0.271937 -0.597595 -0.272537 -0.698391 -0.661796 -0.597322 0.662043 -0.452665 	|	-0.124797 -0.410151 0.839559 
0.451602 0.722296 0.523779 0.890387 -0.40245 -0.212709 0.0571558 0.562426 -0.82487 	|	0.523002 -0.252369 -0.0524734 
-0.743436 0.0104102 -0.668726 0.590939 -0.458013 -0.664089 -0.313199 -0.888884 0.334352 	|	0.541579 -0.578957 0.469999 
-0.993939 0.0472152 -0.0992811 0.105383 0.151979 -0.98275 -0.0313121 -0.987255 -0.156034 	|	0.0551818 -0.620692 0.549234 
0.223662 0.525233 -0.821039 -0.646975 0.710036 0.277977 0.72897 0.469019 0.498621 	|	-0.603554 -0.213649 0.651837 
0.393067 -0.877982 0.273214 0.214587 -0.201338 -0.955728 0.89412 0.434293 0.109264 	|	0.0769647 -0.487035 0.682163 
0.0546926 0.904348 -0.423276 0.0577204 0.420339 0.90553 0.996834 -0.0739575 -0.02921 	|	-0.312617 0.641298 0.858442 
-0.737697 0.674877 0.0185526 -0.483801 -0.547603 0.682692 0.470892 0.494644 0.730471 	|	-0.186001 0.418279 1.10461 
0.0130912 0.792985 0.609101 -0.896566 -0.260396 0.358278 0.442716 -0.550789 0.707555 	|	0.430474 0.394047 0.601141 
0.40048 -0.914755 0.0532863 -0.915459 -0.401933 -0.0196419 0.039385 -0.0409152 -0.998386 	|	0.17189 -0.338146 -0.322675 
-0.38152 -0.922466 0.0591524 0.908023 -0.385987 -0.162813 0.173022 -0.00840466 0.984882 	|	0.504554 -0.233286 0.873489 
-0.0694545 0.932434 0.354602 -0.0219576 0.353945 -0.935008 -0.997343 -0.0727268 -0.00410911 	|	0.611264 -0.470691 0.804247 
-0.284557 -0.205451 0.936385 -0.594105 -0.728791 -0.340446 0.752374 -0.653187 0.0853233 	|	0.730532 0.154557 0.862889 
-0.47162 -0.645141 -0.601139 -0.721002 -0.110353 0.684089 -0.507671 0.756053 -0.413103 	|	-0.422413 0.346558 0.183703 
-0.128958 -0.445323 0.886034 -0.919293 -0.281355 -0.275209 0.371847 -0.850016 -0.373099 	|	0.959592 -0.301618 -0.186794 
-0.393906 -0.355209 -0.847741 -0.918536 0.118399 0.377192 -0.0336103 0.927258 -0.372911 	|	-0.211469 0.377277 0.311935 
-0.530043 -0.428388 0.731805 0.109641 0.82114 0.560096 -0.840853 0.377111 -0.388271 	|	0.209619 0.688114 0.390825 
0.16862 -0.343585 -0.92386 0.00152953 0.937371 -0.34833 0.98568 0.0573224 0.158585 	|	0.295964 -0.214686 0.912659 
0.468265 0.782756 -0.409902 -0.749538 0.106241 -0.65338 -0.467889 0.613193 0.636455 	|	0.402416 -0.383124 0.793928 
0.190374 -0.252293 0.948739 -0.566705 0.760891 0.316054 -0.801625 -0.597824 0.00187786 	|	0.793242 0.0439345 0.403944 
0.0832962 0.797333 -0.597764 -0.987612 -0.013997 -0.15629 -0.132982 0.603378 0.78629 	|	0.370199 0.102244 0.576563 
-0.286546 0.511236 -0.810265 0.366415 -0.722954 -0.585728 -0.88523 -0.464731 0.0198351 	|	-0.102389 -0.644484 0.492325 
0.0742485 0.889801 -0.450268 0.801456 0.215439 0.557901 0.593427 -0.402294 -0.697141 	|	-0.331124 -0.0348284 0.125066 
0.581028 -0.620851 -0.526261 -0.623039 -0.755331 0.203216 -0.523668 0.209807 -0.825683 	|	0.268103 -0.428284 -0.13112 
-0.895567 0.179008 -0.407327 -0.147937 -0.98321 -0.106829 -0.419611 -0.0354138 0.907013 	|	-0.23495 -0.269502 0.777391 
-0.894297 0.272812 -0.354693 0.445373 0.465942 -0.764552 -0.0433131 -0.841707 -0.538194 	|	-0.241735 -0.052277 0.478792 
0.170994 -0.910076 0.377521 0.961412 0.0703058 -0.265977 0.215517 0.408434 0.88698 	|	0.45622 -0.252729 1.21697 
-0.876384 -0.277991 -0.393284 -0.257153 -0.420355 0.870158 -0.407215 0.863726 0.296906 	|	0.0189029 0.26016 1.10931 
-0.100363 -0.905832 -0.411576 -0.964247 -0.013419 0.264667 -0.245266 0.423424 -0.872099 	|	0.115536 0.777125 -0.315216 
-0.000644235 0.510943 0.859614 0.980685 0.168458 -0.0993943 -0.195594 0.842947 -0.501182 	|	0.674955 -0.508914 0.178449 
0.219226 0.971151 -0.0938399 -0.549724 0.202406 0.810454 0.806067 -0.126086 0.578237 	|	0.212204 0.871446 0.861708 
-0.907362 -0.348415 0.235162 -0.419737 0.781201 -0.46211 -0.0227024 -0.518007 -0.855075 	|	-0.107888 -0.324486 -0.354505 
-0.888197 0.221287 -0.402665 0.335977 0.910603 -0.24067 0.31341 -0.349049 -0.883142 	|	0.253761 0.26921 -0.362918 
0.0602675 0.530212 0.84572 0.593612 0.662119 -0.457408 -0.802491 0.529597 -0.274836 	|	0.36709 -0.854627 -0.134313 
-0.680048 -0.145933 0.718497 -0.31067 0.945018 -0.102105 -0.664092 -0.292652 -0.687995 	|	0.785594 0.17908 0.187949 
-0.191442 0.794686 -0.576043 -0.920754 -0.348682 -0.175025 -0.339945 0.496886 0.798462 	|	-0.201959 -0.740655 0.87944 
0.557703 -0.768867 -0.312746 0.131274 -0.29034 0.947876 -0.819594 -0.569689 -0.0609911 	|	0.291986 0.34787 0.332856 
0.347085 0.355152 -0.867986 -0.370952 -0.798055 -0.474872 -0.861352 0.486802 -0.145249 	|	0.295652 -0.368587 0.0817367 
0.148228 -0.374024 -0.915497 0.13285 -0.909802 0.393207 -0.979989 -0.179908 -0.0851692 	|	-0.254391 0.440418 0.744949 
0.519269 -0.808793 -0.276067 -0.466955 0.00203407 -0.884279 0.71576 0.588089 -0.376614 	|	-0.136864 -0.953497 -0.175842 
0.382446 -0.883504 0.270473 0.369109 -0.122268 -0.921308 0.84705 0.452185 0.279348 	|	0.460588 -0.42303 0.517391 
0.339629 -0.295123 0.893059 0.903451 -0.161713 -0.397021 0.261589 0.941675 0.211706 	|	0.935921 0.172214 0.60793 
-0.531194 0.159738 -0.832055 0.615492 -0.602131 -0.508535 -0.582239 -0.782254 0.221531 	|	-0.474049 -0.00917625 0.75746 
-0.920521 0.00808071 -0.390611 0.271197 -0.706469 -0.653723 -0.281237 -0.707698 0.648128 	|	0.344888 -0.492598 1.03016 
-0.22629 0.782803 -0.579666 -0.727274 -0.531661 -0.434061 -0.64797 0.323353 0.689621 	|	-0.10166 0.0342615 1.1979 
0.669984 -0.258484 -0.695922 0.682859 -0.153193 0.714308 -0.291248 -0.953791 0.0738713 	|	-0.537623 0.324679 0.649835 
-0.314425 -0.533627 -0.785098 -0.0159872 -0.82395 0.566437 -0.949148 0.190653 0.250539 	|	0.0850107 0.435858 0.559697 
0.159749 -0.274952 -0.948094 -0.264793 -0.937166 0.227167 -0.950981 0.214759 -0.222517 	|	-0.323578 0.349922 0.403172 
0.739724 -0.616002 -0.270831 0.525943 0.278209 0.803731 -0.419752 -0.736981 0.52978 	|	-0.212491 0.522597 1.05887 
-0.614668 0.686474 -0.388506 0.785647 0.488914 -0.379106 -0.0703009 -0.538253 -0.839846 	|	0.390488 0.00380221 -0.434434 
-0.344898 -0.70377 0.62109 -0.58474 -0.356512 -0.728683 0.734251 -0.614497 -0.288562 	|	0.727759 -0.374449 0.434485 
0.466266 -0.80551 0.365717 -0.149245 -0.479106 -0.864976 0.871964 0.348728 -0.343609 	|	0.455866 -0.38308 0.88289 
0.621055 0.282674 -0.731017 -0.139637 -0.877869 -0.458092 -0.771228 0.386577 -0.505733 	|	0.00211723 -0.459727 0.741375 
0.461821 0.874782 0.146553 -0.870138 0.478867 -0.116384 -0.17199 -0.0737725 0.982332 	|	0.479668 -0.0344048 1.13266 
0.529759 0.0980621 -0.84246 -0.237075 0.970821 -0.0360754 0.81434 0.218838 0.53755 	|	-0.429281 -0.408525 0.489989 
0.797946 0.266067 -0.540824 -0.370181 -0.491778 -0.788112 -0.475656 0.829073 -0.293919 	|	0.0943771 -0.113789 0.460776 
-0.201098 0.312938 0.92824 -0.329824 -0.9139 0.236649 0.922375 -0.258566 0.286998 	|	0.588333 0.75242 0.279818 
-0.113629 -0.196006 0.973997 0.918994 -0.393272 0.0280708 0.377544 0.898287 0.224816 	|	0.594851 0.022563 0.986883 
0.166914 0.80339 0.57158 -0.982466 0.184365 0.0277653 -0.083073 -0.566192 0.820076 	|	0.0991232 0.415581 0.82636 
0.0040425 -0.832053 0.554681 0.673519 0.41227 0.613519 -0.739158 0.371109 0.56207 	|	0.164285 0.370446 0.670673 
-0.153208 -0.385388 -0.909947 0.864807 0.393268 -0.312168 0.478159 -0.834755 0.273035 	|	0.186534 -0.637352 -0.0804407 
-0.834276 0.186962 -0.51868 -0.475168 0.233329 0.848394 0.27964 0.954255 -0.105823 	|	-0.537033 0.10109 0.59227 
0.38377 -0.14838 -0.91143 0.226391 0.972002 -0.0629164 0.895247 -0.182194 0.406617 	|	-0.203852 0.31108 1.05267 
0.236018 -0.213351 0.948038 -0.837197 0.450664 0.309844 -0.493352 -0.866824 -0.0722525 	|	1.06516 0.400749 0.297126 
-0.849088 0.241508 0.469812 -0.519274 -0.218321 -0.826251 -0.0969766 -0.945521 0.310783 	|	0.521556 -0.33351 1.01125 
-0.426366 0.548698 0.719126 -0.401246 0.597786 -0.694012 -0.810687 -0.58445 -0.0347123 	|	0.202774 -1.00152 0.255014 
0.868919 -0.494953 -0.00152136 0.00478405 0.00532501 0.999974 -0.494932 -0.868904 0.00699488 	|	0.349393 0.368422 0.0727849 
0.649316 -0.482906 0.587529 0.760378 0.397348 -0.513751 0.0146401 0.780331 0.625195 	|	0.420313 -0.401216 1.01026 
0.0975242 0.664046 -0.741304 -0.23 -0.709653 -0.665952 -0.968292 0.235446 0.083522 	|	0.0198745 -0.287448 0.0975419 
-0.672532 0.684042 0.282466 0.608717 0.294215 0.736818 0.420909 0.667476 -0.614257 	|	0.521897 0.307379 -0.485809 
-0.302206 0.70368 -0.643044 -0.290923 -0.710487 -0.640759 -0.907764 -0.00656513 0.41943 	|	0.28941 -0.269351 0.805781 
0.242335 0.960904 0.133932 0.969719 -0.235584 -0.0643865 -0.0303168 0.14548 -0.988897 	|	-0.196584 0.37267 0.201509 
-0.972848 0.20562 -0.106239 -0.180175 -0.384722 0.905277 0.14527 0.899838 0.411324 	|	0.564755 0.0848715 0.942394 
0.401492 0.800056 0.445774 0.480384 -0.59836 0.641246 0.779766 -0.0433129 -0.624571 	|	0.485802 -0.188611 0.280419 
-0.435132 -0.236128 0.868852 0.590555 0.653573 0.473378 -0.679636 0.719087 -0.144944 	|	0.810366 0.74294 0.282255 
0.721013 -0.513858 0.464856 0.159801 0.776089 0.610041 -0.674244 -0.365563 0.641685 	|	0.554574 0.521549 0.619664 
0.534601 -0.385445 -0.752086 0.160138 -0.827608 0.537979 -0.829794 -0.408042 -0.380715 	|	-0.340071 0.627992 -0.392573 
-0.216928 -0.14545 -0.965291 0.611667 0.750399 -0.250528 0.760793 -0.644784 -0.0738155 	|	0.192929 0.0482129 0.25049 
0.376296 0.902535 0.209362 0.537647 -0.396748 0.743994 0.754544 -0.167399 -0.63454 	|	0.338745 0.753292 -0.315122 
-0.0117666 0.211196 0.977373 0.962454 -0.262697 0.0683519 0.271188 0.941481 -0.200176 	|	0.36496 0.18056 -0.357018 
0.645081 0.582255 -0.494822 0.257034 0.44449 0.858115 0.719586 -0.68074 0.137073 	|	-0.386902 0.59595 0.70225 
0.949937 0.205509 0.235343 0.223115 0.0811126 -0.971412 -0.218723 0.975288 0.0311997 	|	-0.142577 -0.847939 0.278442 
-0.795455 0.40359 -0.452069 0.601807 0.613808 -0.510948 0.07127 -0.678494 -0.73114 	|	0.717063 -0.249948 -0.0644582 
-0.626729 -0.725441 0.284509 0.590265 -0.203605 0.78111 -0.508722 0.65748 0.555807 	|	0.241082 0.0360877 1.16452 
-0.631244 -0.246505 -0.735368 0.411986 -0.909891 -0.0486433 -0.657114 -0.333667 0.67592 	|	0.136406 -0.140629 0.829726 
0.795519 -0.283366 -0.535587 -0.568989 -0.653255 -0.499509 -0.208331 0.702112 -0.680909 	|	-0.211158 -0.484556 0.262906 
0.460638 -0.174954 0.870175 0.709284 0.661943 -0.242381 -0.5336 0.728851 0.429008 	|	-0.0629503 -0.175006 0.947365 
0.05523 -0.724708 0.686839 -0.996433 0.0039492 0.084292 -0.0637995 -0.689045 -0.721905 	|	0.746102 0.417831 -0.395524 
0.550911 -0.421807 0.720123 -0.39882 0.624908 0.671142 -0.733103 -0.656939 0.176044 	|	0.551977 0.368609 0.880815 
-0.100512 -0.0913365 0.990735 0.738811 -0.67379 0.0128369 0.666375 0.733256 0.135205 	|	0.82132 -0.0465827 0.932945 
0.378578 -0.323644 -0.867141 -0.892521 -0.375767 -0.24941 -0.245122 0.868363 -0.431116 	|	0.0579775 -0.51198 -0.428514 
0.516132 0.779549 -0.354839 0.841855 -0.538025 0.0425296 -0.157759 -0.320674 -0.933959 	|	-0.397738 0.209108 0.153989 
-0.149666 0.381574 0.912141 -0.93555 -0.353147 -0.0057763 0.319916 -0.854218 0.409835 	|	0.859964 -0.37572 0.683536 
0.368534 -0.910979 -0.185204 -0.845088 -0.411313 0.341538 -0.387311 0.0306451 -0.92144 	|	-0.386225 -0.058771 0.127501 
0.809081 -0.578483 -0.103665 -0.497919 -0.768436 0.401974 -0.312195 -0.273613 -0.909764 	|	0.140699 0.713694 0.52979 
-0.889436 -0.350245 -0.293651 -0.189604 0.867332 -0.460201 0.415876 -0.353642 -0.837845 	|	-0.477476 0.0939193 0.255352 
0.968047 0.155834 0.19647 0.219804 -0.15016 -0.963918 -0.120709 0.976303 -0.179615 	|	-0.0350439 -0.493274 0.923427 
-0.822745 -0.520458 -0.228502 -0.379109 0.801976 -0.461639 0.423517 -0.293184 -0.857133 	|	0.470328 -0.0177483 -0.00637388 
0.707761 -0.674839 0.208964 0.139089 -0.156894 -0.977772 0.692624 0.721094 -0.0171805 	|	0.739236 -0.0410371 0.309156 
